"KODEPILKADA","KDWIL","JENISPILKADA","TAHUN PILKADA","BPSKDPROV","PROVINSI","BPSKDKAB","KAB_KOT","NCALON","NO","CALON KEPALA DAERAH","JENIS KELAMIN1","CALON WAKIL KEPALA DAERAH","JENIS KELAMIN2","SUARA FINAL","PCTSUARA","RANKING","MENANG","INCUMBENT","WAKIL INCUMBENT","PARTAI PENDUKUNG","MAJU LEWAT","KURSIPARTAI","PCTKURSI","PDIP","GOLKAR","GERINDRA","DEMOKRAT","PKB","NASDEM","PAN","PKS","PPP","HANURA","PBB","PKPI","PERINDO","BERKARYA","PSI","GARUDA","UMMAT","GELORA","BURUH","PKN","PKNU","PMB","PPDI","PARTAI ACEH (PA)","PARTAI NANGGROE ACEH (PNA)","PARTAI NASIONAL ACEH","PARTAI DARUL ACEH (PD ACEH)","PARTAI SIRA","PARTAI GENERASI ATJEH BEUSABOH THAAT DAN TAQWA","PARTAI ADIL SEJAHTERA ACEH","PARTAI DAMAI ACEH (PDA)","T1","T2","T3","T4","T5","PE2013","PE2014","PE2015","PE2016","PE2017","PE2018","PE2019","PE2020","PE2021","PE2022","INCUMBENTXT5","","","","",""
"KAB-7210-1-2020","7210","Bupati/Walikota","2020","72","Sulawesi Tengah","7210","SIGI","2","2","Drs. H. Husen Habibu, M.H.I","L","Paulina, S.E., M.Si.","P","61786","44.398614564321","2","0","0","1","NasDem, Gerindra, PKS, PKPI","PARTAI","13","43.333333333333","0","0","5","0","0","5","0","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.03","6.13","3.87","3.64","-1.5","6.89","6.31","6.51","5.03","6.13","3.87","3.64","-1.5","5.66","3.33","-0","","","","",""
"KAB-7211-1-2020","7211","Bupati/Walikota","2020","72","Sulawesi Tengah","7211","BANGGAI LAUT","4","1","Letkol Sus (Purn.) Drs. H. Wenny Bukamo","L","Ridaya La Ode Ngkowe","L","10765","26.489332906814","2","0","1","0","PDIP, PKB, Gerindra, Golkar, Perindo","PARTAI","8","40","4","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.3","6.26","4.85","3.5","-3.97","7.8","7.83","7.98","7.3","6.26","4.85","3.5","-3.97","4.37","4.09","-3.97","","","","",""
"KAB-7211-1-2020","7211","Bupati/Walikota","2020","72","Sulawesi Tengah","7211","BANGGAI LAUT","4","2","H. Rusli Banun, S.Si., Apt., MM","L","Asgar Basri Badalia","L","5035","12.38957651517","4","0","0","0","0","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.3","6.26","4.85","3.5","-3.97","7.8","7.83","7.98","7.3","6.26","4.85","3.5","-3.97","4.37","4.09","-0","","","","",""
"KAB-7211-1-2020","7211","Bupati/Walikota","2020","72","Sulawesi Tengah","7211","BANGGAI LAUT","4","3","Dra. Hj. Tuty Hamid","P","Richard Brynwerd Schwaher Manuas, ST.","L","10732","26.408130121312","3","0","0","1","Nasdem, Demokrat","PARTAI","8","40","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.3","6.26","4.85","3.5","-3.97","7.8","7.83","7.98","7.3","6.26","4.85","3.5","-3.97","4.37","4.09","-0","","","","",""
"KAB-7211-1-2020","7211","Bupati/Walikota","2020","72","Sulawesi Tengah","7211","BANGGAI LAUT","4","4","Sofyan Kaepa, SH.","L","Ablit, SH.","L","14107","34.712960456704","1","1","0","0","PKS, Hanura","PARTAI","4","20","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.3","6.26","4.85","3.5","-3.97","7.8","7.83","7.98","7.3","6.26","4.85","3.5","-3.97","4.37","4.09","-0","","","","",""
"KAB-7212-1-2020","7212","Bupati/Walikota","2020","72","Sulawesi Tengah","7212","MOROWALI UTARA","2","1","Dr. dr. Delis Julkarson Hehi. MARS","L","H. Djira, K, SPd. MPd","L","34016","50.459110260632","1","1","0","0","Hanura, Golkar, Nasdem, PKB, PBB","PARTAI","17","77.272727272727","0","7","0","0","4","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.76","6.02","16.92","5.18","-0.23","18.59","0.46","7.21","5.76","6.02","16.92","5.18","-0.23","10.56","36.37","-0","","","","",""
"KAB-7212-1-2020","7212","Bupati/Walikota","2020","72","Sulawesi Tengah","7212","MOROWALI UTARA","2","2","HOLILIANA","P","H. ABUDIN HALILU","L","33397","49.540889739368","2","0","0","0","PDIP, PKS, Gerindra","PARTAI","5","22.727272727273","2","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.76","6.02","16.92","5.18","-0.23","18.59","0.46","7.21","5.76","6.02","16.92","5.18","-0.23","10.56","36.37","-0","","","","",""
"KAB-7271-1-2020","7271","Bupati/Walikota","2020","72","Sulawesi Tengah","7271","KOTA PALU","4","1","Aristan","L","Muhammad Wahyuddin","L","28385","17.711180162979","4","0","0","0","Nasdem, PKS","PARTAI","8","22.857142857143","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.5","5.53","5","5.65","-4.43","9.3","8.06","7.74","5.5","5.53","5","5.65","-4.43","5.97","4.32","-0","","","","",""
"KAB-7271-1-2020","7271","Bupati/Walikota","2020","72","Sulawesi Tengah","7271","KOTA PALU","4","2","H. Hadianto Rasyid, SE","L","dr. Reny A. Lamadjido, Sp.PK., M.Kes.","P","64249","40.088977075612","1","1","0","0","Hanura, PKB","PARTAI","7","20","0","0","0","0","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.5","5.53","5","5.65","-4.43","9.3","8.06","7.74","5.5","5.53","5","5.65","-4.43","5.97","4.32","-0","","","","",""
"KAB-7271-1-2020","7271","Bupati/Walikota","2020","72","Sulawesi Tengah","7271","KOTA PALU","4","3","Drs. Hidayat, M.Si.","L","Hj. Habsa Yanti Ponulele, ST., M.Si.","P","30372","18.950993972521","3","0","1","0","PDIP, Demokrat, PAN, Perindo","PARTAI","9","25.714285714286","3","0","0","3","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.5","5.53","5","5.65","-4.43","9.3","8.06","7.74","5.5","5.53","5","5.65","-4.43","5.97","4.32","-4.43","","","","",""
"KAB-7271-1-2020","7271","Bupati/Walikota","2020","72","Sulawesi Tengah","7271","KOTA PALU","4","4","Imelda Liliana Muhidin, SE","P","Arena JR Parampasi, SH., MH","L","37260","23.248848788888","2","0","0","0","Golkar, Gerindra","PARTAI","11","31.428571428571","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","5.5","5.53","5","5.65","-4.43","9.3","8.06","7.74","5.5","5.53","5","5.65","-4.43","5.97","4.32","-0","","","","",""
"KAB-7301-1-2020","7301","Bupati/Walikota","2020","73","Sulawesi Selatan","7301","KEPULAUAN SELAYAR","2","1","Zainuddin","L","Aji Sumarno","L","29215","37.3751071424","2","0","0","1","PKS, Demokrat, PKB","PARTAI","6","24","0","0","0","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.35","7.61","8.75","7.68","-1.78","8.18","9.01","8.83","7.35","7.61","8.75","7.68","-1.78","4.02","3.67","-0","","","","",""
"KAB-7301-1-2020","7301","Bupati/Walikota","2020","73","Sulawesi Selatan","7301","KEPULAUAN SELAYAR","2","2","Muhammad Basli Ali","L","Saiful Arif","L","48952","62.6248928576","1","1","1","0","Golkar, PAN, Gerindra, PDIP, Nasdem, Hanura, Gelora","PARTAI","19","76","1","10","3","0","0","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.35","7.61","8.75","7.68","-1.78","8.18","9.01","8.83","7.35","7.61","8.75","7.68","-1.78","4.02","3.67","-1.78","","","","",""
"KAB-7302-1-2020","7302","Bupati/Walikota","2020","73","Sulawesi Selatan","7302","BULUKUMBA","4","1","Andi Hamzah Pangki","L","Andi Murniyati Makking","P","12517","5.2809443849094","4","0","0","0","Golkar, Demokrat, Hanura","PARTAI","8","20","0","4","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.77","6.89","5.05","5.49","0.43","7.77","8.54","5.62","6.77","6.89","5.05","5.49","0.43","4.76","3.81","0","","","","",""
"KAB-7302-1-2020","7302","Bupati/Walikota","2020","73","Sulawesi Selatan","7302","BULUKUMBA","4","2","Tomy Satria Yulianto","L","Andi Makkasau","L","63672","26.863329142442","3","0","0","1","PKB, PDIP, PBB","PARTAI","8","20","3","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.77","6.89","5.05","5.49","0.43","7.77","8.54","5.62","6.77","6.89","5.05","5.49","0.43","4.76","3.81","0","","","","",""
"KAB-7302-1-2020","7302","Bupati/Walikota","2020","73","Sulawesi Selatan","7302","BULUKUMBA","4","3","Andi Muchtar Ali Yusuf","L","Andi Edy Manaf","L","92978","39.227582249749","1","1","0","0","PAN, Gerindra, PKS, Berkarya","PARTAI","13","32.5","0","0","5","0","0","0","4","3","0","0","0","0","0","1","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.77","6.89","5.05","5.49","0.43","7.77","8.54","5.62","6.77","6.89","5.05","5.49","0.43","4.76","3.81","0","","","","",""
"KAB-7302-1-2020","7302","Bupati/Walikota","2020","73","Sulawesi Selatan","7302","BULUKUMBA","4","4","Askar HL","L","Arum Spink","L","67855","28.628144222899","2","0","0","0","PPP, Nasdem","PARTAI","11","27.5","0","0","0","0","0","5","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.77","6.89","5.05","5.49","0.43","7.77","8.54","5.62","6.77","6.89","5.05","5.49","0.43","4.76","3.81","0","","","","",""
"KAB-7303-1-2018","7303","Bupati/Walikota","2018","73","Sulawesi Selatan","7303","BANTAENG","3","1","Muhammad Alwi","L","Nurdin Halim","L","17267","16.313785512504","3","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","8.33","6.64","7.39","7.31","8.13","9","8.33","6.64","7.39","7.31","8.13","10.75","0.52","8.86","15.45","0","","","","",""
"KAB-7303-1-2018","7303","Bupati/Walikota","2018","73","Sulawesi Selatan","7303","BANTAENG","3","2","Andi Sugiarti Mangun Karim","P","Andi Mappatoba","L","40027","37.817333219958","2","0","0","0","PKB, PPP","PARTAI","5","25","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","8.33","6.64","7.39","7.31","8.13","9","8.33","6.64","7.39","7.31","8.13","10.75","0.52","8.86","15.45","0","","","","",""
"KAB-7303-1-2018","7303","Bupati/Walikota","2018","73","Sulawesi Selatan","7303","BANTAENG","3","3","Ilham Syah Azikin","L","Sahabuddin","L","48549","45.868881267538","1","1","0","0","1. GERINDRA, 2. PKPI, 3. GOLKAR, 4. PKS, 5. NASDEM, 6. DEMOKRAT","PARTAI","15","75","0","3","1","2","0","3","0","4","0","0","0","2","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","8.33","6.64","7.39","7.31","8.13","9","8.33","6.64","7.39","7.31","8.13","10.75","0.52","8.86","15.45","0","","","","",""
"KAB-7304-1-2018","7304","Bupati/Walikota","2018","73","Sulawesi Selatan","7304","JENEPONTO","4","1","Mulyadi Mustamu","L","Kasmin Makkamula","L","63879","30.425236004077","2","0","0","1","Demokrat, Hanura, PKPI","PARTAI","11","40.740740740741","0","0","0","4","0","0","0","0","0","4","0","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.93","6.54","8.32","8.25","6.29","6.64","7.93","6.54","8.32","8.25","6.29","5.47","0.16","5.4","3.81","0","","","","",""
"KAB-7304-1-2018","7304","Bupati/Walikota","2018","73","Sulawesi Selatan","7304","JENEPONTO","4","2","Muh. Syarif Patta","L","Andi Tahal Fasni","L","41501","19.766710803319","3","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.93","6.54","8.32","8.25","6.29","6.64","7.93","6.54","8.32","8.25","6.29","5.47","0.16","5.4","3.81","0","","","","",""
"KAB-7304-1-2018","7304","Bupati/Walikota","2018","73","Sulawesi Selatan","7304","JENEPONTO","4","3","Iksan Iskandar","L","Paris Yasir","L","90245","42.983224896882","1","1","1","0","Golkar, Gerindra, Nasdem, PDIP, PPP, Perindo, Berkarya","PARTAI","16","59.259259259259","2","4","4","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.93","6.54","8.32","8.25","6.29","6.64","7.93","6.54","8.32","8.25","6.29","5.47","0.16","5.4","3.81","6.29","","","","",""
"KAB-7304-1-2018","7304","Bupati/Walikota","2018","73","Sulawesi Selatan","7304","JENEPONTO","4","4","Baharuddin Baso Jaya","L","Isnaad Ibrahim","L","14329","6.8248282957219","4","0","0","0","-","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.93","6.54","8.32","8.25","6.29","6.64","7.93","6.54","8.32","8.25","6.29","5.47","0.16","5.4","3.81","0","","","","",""
"KAB-7305-1-2017","7305","Bupati/Walikota","2017","73","Sulawesi Selatan","7305","TAKALAR","2","1","H.Burhanuddin B, S.E.,Ak., M.Si","L","H. M. Natsir Ibrahim, S.E","L","86090","49.41935557941","2","0","1","1","Golkar, Demokrat,  _x000D_
Hanura,  PAN , PPP,  _x000D_
PDIP, PBB, Gerindra","PARTAI","21","77.777777777778","1","6","3","3","1","0","2","0","3","1","1","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","8.8","9.76","8.42","9.61","7.37","8.8","9.76","8.42","9.61","7.37","6.66","6.87","-0.61","5.05","4.64","7.37","","","","",""
"KAB-7305-1-2017","7305","Bupati/Walikota","2017","73","Sulawesi Selatan","7305","TAKALAR","2","2","H. Syamsari, S.Pt., M.M.","L","H. Achmad Dg Se're, S.Sos.","L","88113","50.58064442059","1","1","0","0","PKS, Nasdem","PARTAI","6","22.222222222222","0","0","0","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","8.8","9.76","8.42","9.61","7.37","8.8","9.76","8.42","9.61","7.37","6.66","6.87","-0.61","5.05","4.64","0","","","","",""
"KAB-7306-1-2020","7306","Bupati/Walikota","2020","73","Sulawesi Selatan","7306","GOWA","2","1","Adnan Purichta Ichsan","L","Abdul Rauf Malaganni","L","377463","91.221350063317","1","1","0","0","Golkar, PDIP, PPP, Gerindra, Demokrat, Nasdem, PKB, Perindo, PKS, PAN","PARTAI","45","100","2","3","7","6","4","5","3","3","8","0","0","0","4","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.57","7.21","7.14","7.46","1.76","9.42","7.17","6.79","7.57","7.21","7.14","7.46","1.76","7.26","4.59","0","","","","",""
"KAB-7306-1-2020","7306","Bupati/Walikota","2020","73","Sulawesi Selatan","7306","GOWA","2","2","KOTAK KOSONG","0","KOTAK KOSONG","0","36325","8.7786499366826","2","0","0","0","0","KOTAK KOSONG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.57","7.21","7.14","7.46","1.76","9.42","7.17","6.79","7.57","7.21","7.14","7.46","1.76","7.26","4.59","0","","","","",""
"KAB-7307-1-2018","7307","Bupati/Walikota","2018","73","Sulawesi Selatan","7307","SINJAI","3","1","A. Seto Gadhista Asapa","L","Kartini","P","51157","37.975087594275","1","1","0","0","Golkar, Gerindra, PKB","PARTAI","11","42.307692307692","0","4","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.98","7.55","7.09","7.23","7.44","7.79","6.98","7.55","7.09","7.23","7.44","6.12","1.55","5.23","4.87","0","","","","",""
"KAB-7307-1-2018","7307","Bupati/Walikota","2018","73","Sulawesi Selatan","7307","SINJAI","3","2","Sabirin Yahya","L","Andi Mahyoto","L","40731","30.235613753786","3","0","1","0","Demokrat, PAN, dan PDIP","PARTAI","7","26.923076923077","1","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.98","7.55","7.09","7.23","7.44","7.79","6.98","7.55","7.09","7.23","7.44","6.12","1.55","5.23","4.87","7.44","","","","",""
"KAB-7307-1-2018","7307","Bupati/Walikota","2018","73","Sulawesi Selatan","7307","SINJAI","3","3","Takyuddin Masse","L","Mizar Roem","L","42824","31.789298651939","2","0","0","0","NasDem, PKS, PPP, dan PBB","PARTAI","8","30.769230769231","0","0","0","0","0","2","0","1","4","0","1","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.98","7.55","7.09","7.23","7.44","7.79","6.98","7.55","7.09","7.23","7.44","6.12","1.55","5.23","4.87","0","","","","",""
"KAB-7308-1-2020","7308","Bupati/Walikota","2020","73","Sulawesi Selatan","7308","MAROS","3","1","H. Andi Tajerimin Nur, S.E., M.Si.","L","H. Havid S. Fasha, S.H.","L","48308","24.69860422312","3","0","0","0","Golkar, PKB, Gerindra, Demokrat","PARTAI","15","42.857142857143","0","7","3","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","9.5","6.81","6.19","1.24","-10.87","6.28","4.73","8.44","9.5","6.81","6.19","1.24","-10.87","1.36","9.13","-0","","","","",""
"KAB-7308-1-2020","7308","Bupati/Walikota","2020","73","Sulawesi Selatan","7308","MAROS","3","2","H. Andi Syafril Chaidir Syam, S.I.P., M.H.","L","Hj. Suhartina Bohari, S.E.","P","82770","42.318114423028","1","1","0","0","PAN, Hanura. PBB, PPP","PARTAI","13","37.142857142857","0","0","0","0","0","0","6","0","2","4","1","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","9.5","6.81","6.19","1.24","-10.87","6.28","4.73","8.44","9.5","6.81","6.19","1.24","-10.87","1.36","9.13","-0","","","","",""
"KAB-7308-1-2020","7308","Bupati/Walikota","2020","73","Sulawesi Selatan","7308","MAROS","3","3","Drs. H. Andi Harmil Mattotorang, M.M.","L","H. Andi Ilham Nadjamuddin, S.STP, M.Si","L","64512","32.983281353852","2","0","0","1","NasDem, PKS","PARTAI","7","20","0","0","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","9.5","6.81","6.19","1.24","-10.87","6.28","4.73","8.44","9.5","6.81","6.19","1.24","-10.87","1.36","9.13","-0","","","","",""
"KAB-7309-1-2020","7309","Bupati/Walikota","2020","73","Sulawesi Selatan","7309","PANGKAJENE KEPULAUAN","4","1","Dr. H. Muhammad Yusran Lalogau, S.Pi., M.Si","L","H. Syahban Sammana, S.H","L","72973","36.789646688715","1","1","0","1","NasDem","PARTAI","8","22.857142857143","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","8.31","6.6","4.77","6.41","-1.69","9.33","10.41","7.63","8.31","6.6","4.77","6.41","-1.69","3.46","4.93","-0","","","","",""
"KAB-7309-1-2020","7309","Bupati/Walikota","2020","73","Sulawesi Selatan","7309","PANGKAJENE KEPULAUAN","4","2","Abdul Rahman Assagaf","L","Muammar Muhayang","L","53348","26.895619908042","2","0","0","0","PPP, PKB, PDIP, Demokrat","PARTAI","7","20","3","0","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","8.31","6.6","4.77","6.41","-1.69","9.33","10.41","7.63","8.31","6.6","4.77","6.41","-1.69","3.46","4.93","-0","","","","",""
"KAB-7309-1-2020","7309","Bupati/Walikota","2020","73","Sulawesi Selatan","7309","PANGKAJENE KEPULAUAN","4","3","Andi Ilham Zainuddin","L","Rismayani","P","41564","20.954666451561","3","0","0","0","Golkar, Berkarya, PAN","PARTAI","12","34.285714285714","0","8","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","8.31","6.6","4.77","6.41","-1.69","9.33","10.41","7.63","8.31","6.6","4.77","6.41","-1.69","3.46","4.93","-0","","","","",""
"KAB-7309-1-2020","7309","Bupati/Walikota","2020","73","Sulawesi Selatan","7309","PANGKAJENE KEPULAUAN","4","4","Andi Nirawati","P","Lutfi Hanafi","L","30467","15.360066951682","4","0","0","0","Gerindra, Hanura, PKS","PARTAI","8","22.857142857143","0","0","5","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","8.31","6.6","4.77","6.41","-1.69","9.33","10.41","7.63","8.31","6.6","4.77","6.41","-1.69","3.46","4.93","-0","","","","",""
"KAB-7310-1-2020","7310","Bupati/Walikota","2020","73","Sulawesi Selatan","7310","BARRU","3","1","Mudassir Hasri Gani","L","Aksah Kasim","L","20941","19.761439666318","3","0","0","0","PKB, PPP, PSI, Gelora","PARTAI","6","24","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.01","6.48","7.11","7.41","0.87","7.87","7.35","6.32","6.01","6.48","7.11","7.41","0.87","4.77","5.11","0","","","","",""
"KAB-7310-1-2020","7310","Bupati/Walikota","2020","73","Sulawesi Selatan","7310","BARRU","3","2","Suardi Saleh","L","Aska Mappe","L","49064","46.300333116289","1","1","0","1","Nasdem, PDIP, PKS, Demokrat","PARTAI","11","44","3","0","0","1","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.01","6.48","7.11","7.41","0.87","7.87","7.35","6.32","6.01","6.48","7.11","7.41","0.87","4.77","5.11","0","","","","",""
"KAB-7310-1-2020","7310","Bupati/Walikota","2020","73","Sulawesi Selatan","7310","BARRU","3","3","Malkan Amin","L","Andi Salahuddin Rum","L","35964","33.938227217394","2","0","0","0","Golkar, Gerindra, Berkarya, PAN, Hanura","PARTAI","8","32","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","6.01","6.48","7.11","7.41","0.87","7.87","7.35","6.32","6.01","6.48","7.11","7.41","0.87","4.77","5.11","0","","","","",""
"KAB-7311-1-2018","7311","Bupati/Walikota","2018","73","Sulawesi Selatan","7311","BONE","2","1","Dr. Drs. H. Andi Fahsar Mahdin Padjalangi, M.Si","L","A.G.H Abdurrahman Ambo Dalle, M.M","L","232955","63.04771441717","1","1","1","1","Golkar, PPP, PKB, PKS","PARTAI","21","100","0","15","0","0","1","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","9.53","8.3","9.01","8.41","8.91","6.3","9.53","8.3","9.01","8.41","8.91","7.01","-0.25","5.53","5.23","8.91","","","","",""
"KAB-7311-1-2018","7311","Bupati/Walikota","2018","73","Sulawesi Selatan","7311","BONE","2","2","KOTAK KOSONG","0","KOTAK KOSONG","0","136535","36.95228558283","2","0","0","0","0","KOTAK KOSONG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","9.53","8.3","9.01","8.41","8.91","6.3","9.53","8.3","9.01","8.41","8.91","7.01","-0.25","5.53","5.23","0","","","","",""
"KAB-7312-1-2020","7312","Bupati/Walikota","2020","73","Sulawesi Selatan","7312","SOPPENG","2","1","H. Andi Kaswadi Razak, S.E","L","Ir. H. Lutfi Halide, M.P","L","114251","86.33272378304","1","1","1","0","Golkar, NasDem, PDIP, Gerindra, Demokrat, PKB, PPP","PARTAI","30","100","5","12","3","3","1","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","8.11","8.29","8.11","7.69","2.19","7.23","6.89","5.11","8.11","8.29","8.11","7.69","2.19","6.15","6.18","2.19","","","","",""
"KAB-7312-1-2020","7312","Bupati/Walikota","2020","73","Sulawesi Selatan","7312","SOPPENG","2","2","KOTAK KOSONG","0","KOTAK KOSONG","0","18087","13.66727621696","2","0","0","0","0","KOTAK KOSONG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","8.11","8.29","8.11","7.69","2.19","7.23","6.89","5.11","8.11","8.29","8.11","7.69","2.19","6.15","6.18","0","","","","",""
"KAB-7313-1-2018","7313","Bupati/Walikota","2018","73","Sulawesi Selatan","7313","WAJO","2","1","Dr. H. Amran Mahmud, S,Sos., M.Si","L","H. Amran, SE","L","130035","57.954317548747","1","1","0","0","PAN, PDIP, PBB, PPP, PKS, Demokrat, NasDem","PARTAI","25","62.5","4","0","0","5","0","2","4","2","7","0","1","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","9.67","7.06","4.96","5.21","1.08","6.92","9.67","7.06","4.96","5.21","1.08","4.06","-1.17","6.77","2.38","0","","","","",""
"KAB-7313-1-2018","7313","Bupati/Walikota","2018","73","Sulawesi Selatan","7313","WAJO","2","2","dr. H. Baso Rahmanuddin, M.M.,M.Kes.","L","KH. Anwar Sadat Bin Abudl Malik, Lc.,M.A","L","94340","42.045682451253","2","0","0","0","Hanura, Gerindra, PKB, Golkar","PARTAI","15","37.5","0","7","3","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","9.67","7.06","4.96","5.21","1.08","6.92","9.67","7.06","4.96","5.21","1.08","4.06","-1.17","6.77","2.38","0","","","","",""
"KAB-7314-1-2018","7314","Bupati/Walikota","2018","73","Sulawesi Selatan","7314","SIDENRENG RAPPANG","2","1","Fatmawati Rusdi, SE","P","Abdul Majid Hafid, SE., M. Si","L","67470","38.979496334298","2","0","0","0","PPP, PKB, PBB, Hanura, PAN, PKPI, Golkar, PKS, NasDem","PARTAI","28","80","0","9","0","0","1","4","3","4","2","2","2","1","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.87","8.03","8.77","7.09","5.02","6.93","7.87","8.03","8.77","7.09","5.02","4.65","-0.59","5.54","4.86","0","","","","",""
"KAB-7314-1-2018","7314","Bupati/Walikota","2018","73","Sulawesi Selatan","7314","SIDENRENG RAPPANG","2","2","Ir. Dollah Mando","L","Ir. Mahmud Yusuf","L","105621","61.020503665702","1","1","0","1","Demokrat, Gerindra","PARTAI","7","20","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","7.87","8.03","8.77","7.09","5.02","6.93","7.87","8.03","8.77","7.09","5.02","4.65","-0.59","5.54","4.86","0","","","","",""
